Template,Query,PCScore,SMILES
STB_C010_075,998,0.6241,O=c1ccc(c2ccncc2)nn1CCCNS(=O)(=O)c1ccc2c(c1)CCCC2
STB_C010_075,9165,0.624,O=c1[nH]cc(S(=O)(=O)NCCNc2nc(c3cccnc3)nc3ccccc23)s1
STB_C010_075,13376,0.624,O=C(CSc1nc2ccccc2c(=O)n1c1ccccc1)NC(=O)Nc1ccccc1
STB_C010_075,7059,0.6239,c1ccc(N(c2ccccc2)c2ncnc(NCCCCCNc3ncncn3)n2)cc1
STB_C010_075,465,0.6239,O=C(CCc1cccc(Oc2ccccc2)c1)NCc1cccc(Oc2ccccn2)c1
STB_C010_075,11095,0.6239,O=C(COc1cccc(Oc2ccccn2)c1)OCc1ncnc(Nc2ccccc2)n1
STB_C010_075,10078,0.6238,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)Nc1nc2c(s1)CNCC2
STB_C010_075,6328,0.6238,O=C(COc1cccc(Oc2ccccn2)c1)NCc1ccnc(Oc2ccccc2)c1
STB_C010_075,12363,0.6238,O=C(Cn1c(=O)c(=Cc2ccccc2)sc2ccccc12)NCCNc1ccccc1
STB_C010_075,8797,0.6237,O=C(NCc1nc2ccccc2c(=O)[nH]1)c1cccc(S(=O)(=O)N2CCOCC2)c1
STB_C010_075,4516,0.6237,O=C(NCc1nc2ccccc2c(=O)[nH]1)c1cccc(S(=O)(=O)N2CCCCC2)c1
STB_C010_075,3214,0.6237,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccco1)NCCc1cccs1
STB_C010_075,6443,0.6237,O=C(OCc1cc(=O)oc2ccccc12)c1cccc(S(=O)(=O)N2CCCCC2)c1
STB_C010_075,11098,0.6237,O=C(OCc1cc(=O)oc2ccccc12)c1cccc(S(=O)(=O)N2CCOCC2)c1
STB_C010_075,4306,0.6237,O=C(Cn1cnc2ccccc2c1=O)Nc1ncc(S(=O)(=O)c2ccccc2)s1
STB_C010_075,6681,0.6237,O=C(NCc1nc2ccccc2c(=O)[nH]1)c1cccc(S(=O)(=O)N2CCNCC2)c1
STB_C010_075,11520,0.6235,O=C(CSc1nc2ccccc2c(=O)n1c1ccccc1)NCC(=O)c1ccccc1
STB_C010_075,13741,0.6235,O=C(CCS(=O)(=O)CCC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1
STB_C010_075,1689,0.6235,c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1
STB_C010_075,6804,0.6234,O=C(C=Cc1ccc(OCc2ccccn2)cc1)NCc1ccc(N2CCCC2=O)cc1
STB_C010_075,15524,0.6234,O=C(Nc1ccc2ccccc2c1)c1cccc(S(=O)(=O)NCCc2ccccn2)c1
STB_C010_075,14567,0.6234,O=C(CSc1ncc(c2ccccc2)nn1)Nc1ccccc1Sc1ccccc1
STB_C010_075,9275,0.6233,O=C(Nc1ccc(c2ccccc2)cc1)c1ccc(NS(=O)(=O)c2ccccc2)cc1
STB_C010_075,2110,0.6233,O=C(Nc1ccccc1NC(=O)c1cccc(NC(=O)c2ccco2)c1)c1ccccc1
STB_C010_075,9774,0.6233,O=C1COc2ccc(S(=O)(=O)N(CCc3cccs3)Cc3ccccc3)cc2N1
STB_C010_075,5490,0.6232,O=C(CC(c1ccccc1)c1ccccc1)Nc1cccc(C(=O)NC2CCCCC2)c1
STB_C010_075,2366,0.6232,O=C(Nc1ccc(OCc2ccccc2)cc1)Nc1ncccc1OCc1ccccc1
STB_C010_075,2082,0.6232,O=C(OCc1cccc(C(=O)c2ccccc2)c1)c1ccc(NC(=O)c2ccco2)cc1
STB_C010_075,3327,0.6231,O=C(CCc1ccccc1)NCCNc1nc(NCc2ccccc2)c2ccccc2n1
STB_C010_075,7707,0.6231,O=S(=O)(c1cccc(NC(=S)Nc2cccc3ccccc23)c1)N1CCOCC1
STB_C010_075,5659,0.6231,O=C(Nc1cc2c(s1)CCCCC2)c1cccc(S(=O)(=O)Nc2ccccc2)c1
STB_C010_075,15583,0.6229,O=C1CSc2cc(C(=O)NC(Cc3ccccc3)C(=O)Nc3ccccc3)ccc2N1
STB_C010_075,2119,0.6229,O=C(COc1ccccc1C(=O)c1ccc(=O)n(c2ccccn2)c1)Nc1ccccc1
STB_C010_075,9496,0.6229,O=C(NN=Cc1cnc(Nc2ccccc2)s1)c1ccccc1OCc1ccccc1
STB_C010_075,12373,0.6228,O=C(Nc1ccccc1)C1CC(=O)N(Cc2ccccc2)C(=NCc2ccccc2)S1
STB_C010_075,2059,0.6227,O=C(OCc1cc(=O)n2occc2n1)c1ccccc1NS(=O)(=O)c1ccccc1
STB_C010_075,17577,0.6227,O=C(NCc1ccc(N2CCCCCC2)nc1)Nc1cccc(Cn2cccnc2=O)c1
STB_C010_075,1887,0.6226,O=C(CSc1ncc2sc(=S)n(c3ccccc3)c2n1)NCc1ccccc1
STB_C010_075,2928,0.6225,O=S(=O)(Cc1ccccc1)Nc1ccc(Nc2cc(N3CCOCC3)ncn2)cc1
STB_C010_075,13885,0.6225,O=C(NC(Cc1ccccc1)c1ccccc1)c1cccc(CN2C(=O)CSC2=O)c1
STB_C010_075,11726,0.6225,O=C(NC(c1ccccc1)c1ccccn1)c1ccc(OCC(=O)N2CCCCC2)cc1
STB_C010_075,822,0.6225,O=C(Cc1ccc2ccccc2c1)NCc1ccccc1S(=O)(=O)N1CCOCC1
STB_C010_075,2927,0.6225,O=S(=O)(Cc1ccccc1)Nc1ccc(Nc2cc(N3CCOCC3)cnn2)cc1
STB_C010_075,12322,0.6225,O=C(CSc1nc2ccccc2c(=O)n1c1ccccc1)NCCCc1ccccc1
STB_C010_075,18015,0.6225,O=C(Nc1ccccc1)C(Sc1nnc(NCc2ccccc2)s1)c1ccccc1
STB_C010_075,15500,0.6225,O=C(CSc1nc2ccccc2c(=O)n1c1ccccc1)NCCOc1ccccc1
STB_C010_075,10712,0.6225,O=S(=O)(c1ccccc1)N(Cc1cc(CN2CCOCC2)cs1)c1ccccc1
STB_C010_075,11531,0.6225,O=C(COc1ccccc1)Nc1cccc(c2ncsc2C(=O)Nc2ccccc2)c1
STB_C010_075,10565,0.6225,O=C(CSc1nncn1c1ccccc1)N(CCc1ccccc1)Cc1ccccc1
STB_C010_075,3326,0.6224,O=C(NCCCCNc1nc(NCc2ccccc2)c2ccccc2n1)c1ccccc1
STB_C010_075,7374,0.6224,O=C(CSc1ncc(Cc2ccccc2)c(=O)[nH]1)N(c1ccccc1)c1ccccc1
STB_C010_075,3702,0.6224,O=C(CC(=CC(=C1C=NC(=S)S1)c1ccccc1)c1ccccc1)c1ccccc1
STB_C010_075,7055,0.6223,O=C(NCCCCNc1nc(NCc2ccccc2)c2ccccc2n1)c1cnccn1
STB_C010_075,14984,0.6223,O=C(CN1C(=O)COc2ccc(C(=O)COc3ccccc3)cc12)NCc1cccnc1
STB_C010_075,17031,0.6223,O=C(CSc1nc2ncccc2c(=O)n1c1ccccc1)NCCOc1ccccc1
STB_C010_075,14069,0.6223,O=C(CSc1nc2ncccc2c(=O)n1c1ccccc1)NCCCc1ccccc1
STB_C010_075,5159,0.6223,O=C(NCCCCNc1nc(NCc2ccccc2)c2ccccc2n1)c1ccncc1
STB_C010_075,770,0.6223,O=C(NCCNc1cc(Nc2ccccn2)ncn1)C(c1ccccc1)c1ccccc1
STB_C010_075,17115,0.6222,O=C(Nc1cc[nH]n1)c1cccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1
STB_C010_075,13108,0.6222,O=C(CN1C(=O)COc2ccc(C(=O)COc3ccccc3)cc12)NCc1ccccc1
STB_C010_075,14985,0.6221,O=C(CN1C(=O)COc2ccc(C(=O)COc3ccccc3)cc12)NCc1ccncc1
STB_C010_075,9787,0.6221,O=S(=O)(Nc1ccc2c(c1)CCCN2S(=O)(=O)c1ccccc1)c1ccccc1
STB_C010_075,6778,0.6221,O=S(=O)(Oc1ccc2c(c1)C=CCN2S(=O)(=O)c1ccccc1)c1ccccc1
STB_C010_075,9853,0.6221,O=C(NC(Cc1ccccc1)C(=O)NCc1ccnc(N2CCCC2)c1)c1ccccc1
STB_C010_075,10307,0.6221,O=c1[nH]c2ccc(S(=O)(=O)Nc3ccc(CSc4ccccc4)cc3)cc2s1
STB_C010_075,11590,0.6221,O=C(COc1ccc(C(=O)Nc2cccc(c3cscn3)c2)cc1)Nc1ccccc1
STB_C010_075,14983,0.6221,O=C(CN1C(=O)COc2ccc(C(=O)COc3ccccc3)cc12)NCc1ccccn1
STB_C010_075,13740,0.622,O=S(=O)(c1ccc(OCc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1
STB_C010_075,13401,0.622,O=C(Cc1ccccc1NC(=O)c1ccc(Oc2nccs2)cc1)Nc1cccnc1
STB_C010_075,11959,0.622,O=S(=O)(Nc1ccc2c(c1)CCCN2S(=O)(=O)c1ccccc1)c1cccnc1
STB_C010_075,6440,0.6219,O=C(CCNS(=O)(=O)c1ccccc1)OCc1cc(=O)oc2cc3c(cc12)CCC3
STB_C010_075,7543,0.6219,O=C(NCCN1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1)c1ccccc1
STB_C010_075,13083,0.6219,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc2[nH]c(=O)c(=O)[nH]c2c1
STB_C010_075,14976,0.6219,O=C(CC(c1ccccc1)c1cc(=O)cco1)NCCn1c(=O)c(=O)[nH]c2ccccc12
STB_C010_075,14570,0.6218,O=C(CSc1ccccc1N=Cc1cccnc1)Nc1nc(c2ccccc2)cs1
STB_C010_075,2804,0.6218,O=C(CNc1cccc(S(=O)(=O)N2CCOCC2)c1)Nc1cccc2ccccc12
STB_C010_075,4470,0.6218,O=C(Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1)c1cc(=O)c2ccccc2o1
STB_C010_075,11978,0.6217,O=C(NCCN1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1)c1cnccn1
STB_C010_075,14777,0.6215,C(=CCc1ccc(Oc2cccc(CC=CCc3ccccc3)c2)cc1)Cc1ccccc1
STB_C010_075,13399,0.6215,O=C(OC(C(=O)Nc1ccccc1)c1ccccc1)c1ccc(Sc2nnc[nH]2)cc1
STB_C010_075,16445,0.6215,O=C(Nc1nnc(CCc2ccccc2)s1)C(Sc1ccccc1)c1ccccc1
STB_C010_075,2141,0.6215,O=C(N=C(Nc1ccc(Oc2ccccc2)cc1)Nc1nccc(=O)[nH]1)c1ccccc1
STB_C010_075,2598,0.6215,O=C(NCCc1ccccc1)c1c[nH]c2ccc(S(=O)(=O)N3CCCC3)cc2c1=O
STB_C010_075,483,0.6215,O=S(=O)(Nc1ccc2c(c1)OCCO2)c1cccc(N2CCCCS2(=O)=O)c1
STB_C010_075,9498,0.6214,O=C(CSC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1)NCc1cccnc1
STB_C010_075,6190,0.6213,O=C(COc1ccc2c(=O)c(Oc3ccccc3)coc2c1)NC1C=CS(=O)(=O)C1
STB_C010_075,11102,0.6213,O=C(COc1ccc2c(=O)c(Oc3ccccc3)coc2c1)NC1CCS(=O)(=O)C1
STB_C010_075,1649,0.6213,O=C(Nc1ccccc1)c1nnc(C2CCCN2C(=O)CSc2ccccc2)s1
STB_C010_075,229,0.6213,O=C(NCc1ccc2c(c1)OCCO2)c1ccccc1S(=O)(=O)Nc1ccccc1
STB_C010_075,17066,0.6212,O=C(Nc1cccc(Cn2ccnc2)c1)c1ccccc1NS(=O)(=O)c1ccccc1
STB_C010_075,9153,0.6212,O=c1cc(NCCCCNc2cc(=O)[nH]nc2c2ccccc2)c(c2ccccc2)n[nH]1
STB_C010_075,2394,0.6212,O=C(COc1ccc(c2ccccc2)cc1)NCCn1nc(c2ccccc2)ccc1=O
STB_C010_075,338,0.6211,O=C(Nc1cccc(S(=O)(=O)N2CCCC2)c1)c1nn(c2ccccc2)ccc1=O
STB_C010_075,18011,0.6211,O=C(CSc1nncn1Cc1ccccc1)Nc1ccccc1Sc1ccccc1
STB_C010_075,3246,0.621,O=S(=O)(c1cc(c2ncon2)cs1)N(CCc1ccccc1)Cc1ccccc1
STB_C010_075,6295,0.621,O=C(Nc1ccc(OCc2cc(C(=O)NCc3ccccc3)no2)cc1)c1ccccc1
STB_C010_075,15152,0.6209,O=C(OCc1ncnc(Nc2ccccc2)n1)c1cccc(NC(=O)c2cccs2)c1
STB_C010_075,9263,0.6209,O=C(CCc1ccccc1)NC(=S)Nc1ccc(c2cc3ccccc3oc2=O)cc1
STB_C010_075,11914,0.6209,O=S(=O)(N=C1CCCN1)c1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1
STB_C010_075,17030,0.6208,O=C(Cn1c(=O)[nH]cc(c2cscn2)c1=O)NC(Cc1ccccc1)c1ccccc1
STB_C010_075,1418,0.6208,O=C(Cc1ccc(N(Cc2ccccc2)C(=O)C=Cc2ccccc2)cc1)NCC1CC1
STB_C010_075,5487,0.6208,O=C(Nc1cccc(CN(Cc2ccccc2)C(=O)Cc2ccccc2)c1)C1CCCC1
STB_C010_075,439,0.6208,O=C(Nc1cccc(CN(Cc2ccccc2)C(=O)Cc2ccccc2)c1)c1ccco1
STB_C010_075,13934,0.6206,O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)Nc1cccc2ccccc12
STB_C010_075,348,0.6206,O=C(CSc1nc2cc(C(=O)N3CCOCC3)ccc2c(=O)[nH]1)Nc1ccccc1
STB_C010_075,17621,0.6205,O=c1c(CNCc2ccccc2)cc2ccccc2n1CCS(=O)(=O)c1ccccc1
STB_C010_075,15528,0.6205,O=C(NCCSCc1ccccc1)c1ccc2c(=O)n(c3ccccc3)c(=O)[nH]c2c1
STB_C010_075,9906,0.6205,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)NC(c1ccccc1)c1ccccc1
STB_C010_075,16004,0.6203,O=C(CCC(=O)Nc1ccc2nc(N3CCNCC3)ccc2c1)NCCc1ccccc1
STB_C010_075,8665,0.6203,O=C(CCc1ccccc1)Nc1ccccc1C(=O)OCn1nnc2ccccc2c1=O
STB_C010_075,17385,0.6203,O=C(CCC(=O)Nc1ccc2nc(N3CCOCC3)ccc2c1)NCCc1ccccc1
STB_C010_075,15935,0.6203,O=S(=O)(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cccc2cccnc12
STB_C010_075,833,0.6203,O=C(NCc1ccc2ccccc2c1)c1cccc(S(=O)(=O)NCC2CCCO2)c1
STB_C010_075,5765,0.6203,O=S1(=O)CCCN1c1cccc(CNc2cncc(SCc3ccccc3)n2)c1
STB_C010_075,14119,0.6202,O=C(CSc1nnc(COc2ccccc2)[nH]1)NC(c1ccccc1)c1ccccc1
STB_C010_075,9960,0.6202,O=C(CSc1ncnc2ccccc12)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,14152,0.6202,O=C(CSc1n[nH]c(COc2ccccc2)n1)NC(c1ccccc1)c1ccccc1
STB_C010_075,12499,0.6202,O=C(CSc1nnc(CNc2ccccc2)[nH]1)NC(c1ccccc1)c1ccccc1
STB_C010_075,16578,0.6202,O=C(CNS(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1)Nc1ccc2c(c1)OCCO2
STB_C010_075,9738,0.6201,O=S(=O)(Cc1ccccc1)Nc1ccc(S(=O)(=O)N2CCc3ccccc23)cc1
STB_C010_075,9390,0.6201,O=c1[nH]c(=O)c2cc(S(=O)(=O)NCC(c3ccccc3)N3CCCCC3)ccc2[nH]1
STB_C010_075,12541,0.6201,O=C(OCC(CC(ON1CCCCC1)c1ccccc1)c1ccccc1)c1ccccc1
STB_C010_075,1328,0.62,O=C(Nc1sc(NN=CC=Cc2ccccc2)nc1c1ccccc1)c1ccccc1
STB_C010_075,12506,0.62,O=C(CSc1nnc(Nc2ccccc2)n1c1ccccc1)NCCc1ccccc1
STB_C010_075,4158,0.62,O=C(COC(=O)c1cn(Cc2ccccc2)c2ccccc2c1=O)NCc1ccccc1
STB_C010_075,6639,0.62,O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(=O)[nH]c2ccccc12
STB_C010_075,10566,0.6199,O=C(CSc1nnc(Cc2ccccc2)n1c1ccccc1)NCCc1ccccc1
STB_C010_075,7357,0.6199,O=C(NC(c1ccccc1)c1ccccn1)c1ccc(CNC(=O)c2cccs2)cc1
STB_C010_075,14111,0.6199,O=C(CSc1nnc(Cc2ccccc2)n1c1ccccc1)NOCc1ccccc1
STB_C010_075,12511,0.6199,O=C(NCCCc1ccccc1)c1ccccc1SCc1nnnn1c1ccccc1
STB_C010_075,15593,0.6199,O=C(CSc1nnc(COc2ccccc2)o1)NC(c1ccccc1)c1ccccc1
STB_C010_075,13168,0.6198,O=C(Nc1ccccc1)OCc1c(COC(=O)Nc2ccccc2)[nH]c2ccccc2[nH]1
STB_C010_075,16444,0.6198,O=C(Nc1nnc(CCSc2ccccc2)s1)C(c1ccccc1)c1ccccc1
STB_C010_075,16201,0.6198,O=C(Nc1ccccc1C(=O)N1CCNCC1)C(Sc1ccccc1)c1ccccc1
STB_C010_075,1459,0.6198,O=C(NC1CCSc2ccccc12)c1ccc(NS(=O)(=O)c2ccccc2)cc1
STB_C010_075,17645,0.6198,O=C(Nc1ccccc1C(=O)N1CCOCC1)C(Sc1ccccc1)c1ccccc1
STB_C010_075,2984,0.6197,O=C(NCCN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1)c1cnccn1
STB_C010_075,13496,0.6197,O=C(CN(Cc1ccccc1)C(=O)CCc1ccccc1)NCc1ccc2c(c1)OCO2
STB_C010_075,3078,0.6196,O=C(NCC#Cc1ccccc1)c1ccccc1SCc1nnnn1c1ccccc1
STB_C010_075,12785,0.6196,O=C(Nc1nnc(SCc2ccccc2)s1)C(=Cc1ccccc1)c1ccccc1
STB_C010_075,12784,0.6196,O=C(Nc1nnc(CSc2ccccc2)s1)C(=Cc1ccccc1)c1ccccc1
STB_C010_075,15865,0.6196,O=S(=O)(Nc1cccc(S(=O)(=O)N2CCNCC2)c1)c1ccc2ccccc2c1
STB_C010_075,3150,0.6196,O=C(CCC1C=Nc2ccccc2C(=O)N1)NCCC(c1ccccc1)c1ccccc1
STB_C010_075,11342,0.6195,O=S(=O)(Nc1ccc(NS(=O)(=O)c2ccccc2)c(N2N=N2)c1)c1ccccc1
STB_C010_075,6810,0.6194,O=C(Cn1c(=O)c(=O)n(Cc2ccccc2)c2ccccc12)NCCCc1ccccc1
STB_C010_075,11894,0.6194,O=C(CSc1ncnc2ccccc12)c1ccc(S(=O)(=O)N2CCOCC2)cc1
STB_C010_075,16945,0.6193,O=C(CCS(=O)(=O)c1ccc2ccccc2c1)Nc1cccc(Oc2cccnc2)c1
STB_C010_075,16739,0.6193,O=C(CN(Cc1ccccc1)C(=O)COc1ccccc1)NCc1ccc2c(c1)OCO2
STB_C010_075,3401,0.6192,O=C(Nc1ccc(CSc2ccccc2)cc1)c1cccc(OCc2ccccc2)c1
STB_C010_075,1884,0.6192,O=C(CSc1nnc(Nc2ccccc2)s1)Nc1ccc(c2ccccc2)s1
STB_C010_075,608,0.6191,O=C(CN(CC(=O)Nc1ccccc1)Cc1cccc2cccnc12)Nc1ccccc1
STB_C010_075,11295,0.6191,O=C(Cn1c(=O)c(=O)n(Cc2ccncc2)c2ncccc12)NCCCc1ccccc1
STB_C010_075,13394,0.6191,O=S(=O)(C=Cc1ccccc1)Nc1nc(c2ccncc2)ncc1Oc1ccccc1
STB_C010_075,7493,0.619,O=C(CC(c1ccccc1)C(CN1CCOCC1)C(=O)c1ccccc1)c1ccccc1
STB_C010_075,15147,0.6189,O=S(=O)(C=Cc1ccccc1)Nc1nc(c2ncccn2)ncc1Oc1ccccc1
STB_C010_075,11268,0.6189,O=C(Oc1coc(CSc2nnc(NC(=O)C3CC3)s2)cc1=O)c1ccccc1
STB_C010_075,1488,0.6189,O=S(=O)(c1ccccc1)N(CCCOc1ccccc1)c1nc2ccccc2s1
STB_C010_075,447,0.6188,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccc(NC(=O)c2ccco2)c1
STB_C010_075,14631,0.6188,O=C(CN1CC[NH+](CCOC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1
STB_C010_075,10573,0.6187,O=C(CSC(c1ccccc1)c1ccccc1)Nc1ccn(CCc2ccccn2)n1
STB_C010_075,2175,0.6187,O=C(OCc1cccc2c1OCOC2)c1ccccc1NS(=O)(=O)c1ccccc1
STB_C010_075,944,0.6186,O=C(Nc1cc(NC(=O)c2ccccc2)cc(Sc2ccccc2)c1)c1ccccc1
STB_C010_075,10117,0.6186,O=S(=O)(Nc1nc2ccccc2nc1NCCC[NH+]1CCOCC1)c1ccccc1
STB_C010_075,17057,0.6186,O=C(NCc1ccc(n2ccnc2)cc1)c1ccccc1NS(=O)(=O)c1ccccc1
STB_C010_075,419,0.6186,O=C(CC(c1ccccc1)c1ccccc1)NCC#Cc1ccc(N2CCOC2=O)cc1
STB_C010_075,9769,0.6186,O=S(=O)(Nc1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CCC2)c1ccccc1
STB_C010_075,7328,0.6186,O=C(Nc1cccc(OCc2ccccn2)c1)c1ccc(SCc2cccnc2)cc1
STB_C010_075,11937,0.6185,O=S(=O)(Nc1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CCC2)c1cccnc1
STB_C010_075,257,0.6185,O=C(Nc1cnn(c2ccccc2)c(=O)c1)c1ccc(S(=O)(=O)N2CCCC2)cc1
STB_C010_075,8609,0.6185,O=C(COc1ccc2cc(Cc3ccccc3)c(=O)oc2c1)OCC(=O)c1ccccc1
STB_C010_075,1481,0.6184,O=c1sc2cc(S(=O)(=O)NCCc3ccccc3)ccc2n1Cc1ccccc1
STB_C010_075,3331,0.6184,O=C(Cc1ccccc1)NCCNc1nc(NCCc2ccccc2)c2ccccc2n1
STB_C010_075,5279,0.6184,O=C(CSCC(=O)Nc1ccccc1c1ccccc1)Nc1ccc2ccccc2c1
STB_C010_075,15138,0.6183,O=C(NC(C(=O)NN=Cc1cccs1)c1n[nH]c(=O)c2ccccc12)c1ccccc1
STB_C010_075,4557,0.6183,O=C(CCn1ncc(=O)c2ccccc12)Nc1cccc(S(=O)(=O)N2CCCC2)c1
STB_C010_075,16437,0.6183,O=C(CSc1nc2ccc(N=Cc3ccccc3)cc2s1)NCCc1ccccc1
STB_C010_075,968,0.6183,O=C(CSc1nc2ccccc2c(=O)[nH]1)NCc1ccccc1CN1CCOCC1
STB_C010_075,15137,0.6183,O=C(NC(C(=O)NN=Cc1ccsc1)c1n[nH]c(=O)c2ccccc12)c1ccccc1
STB_C010_075,1775,0.6182,O=C(Nc1ccccc1SCc1ccccc1)c1ccc(CNc2ccccc2)cc1
STB_C010_075,15753,0.6181,O=C(CNc1ccccc1Oc1ccccc1)NCc1cccc(CN2CCOCC2)c1
STB_C010_075,12581,0.6181,O=C(CNc1ccccc1Oc1ccccc1)NCc1cccc(CN2CCCCC2)c1
STB_C010_075,13494,0.6181,O=C(Nc1ccccc1C(=O)N1CCOCC1)c1ccccc1OCCc1ccccc1
STB_C010_075,9672,0.6181,O=C(Nc1ccccc1C(=O)N1CCCCC1)c1ccccc1OCCc1ccccc1
STB_C010_075,8970,0.6181,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NCc1ccc(N2CCCC2=O)cc1
STB_C010_075,13914,0.6181,O=C(Nc1ccc2ccccc2c1)c1ccc(NCCS(=O)(=O)c2ccccc2)cc1
STB_C010_075,13387,0.618,O=C(CSc1nnc(c2ccccc2)o1)Nc1ccccc1NC(=O)c1ccccc1
STB_C010_075,13356,0.618,O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ccc(C(=O)Nc2ccccc2)cc1
STB_C010_075,5110,0.6179,O=c1ccc(c2ccccc2)nn1CCCNS(=O)(=O)c1ccc2ncsc2c1
STB_C010_075,4806,0.6179,O=C(Nc1ccc(C(=O)Nc2ccc(Sc3ncccn3)cc2)cc1)c1ccccc1
STB_C010_075,5642,0.6179,O=C(Nc1cc2c(s1)CCCC2)c1cccc(S(=O)(=O)NCc2ccccc2)c1
STB_C010_075,2353,0.6179,O=C(Cn1c(=O)ccn(Cc2ccccc2)c1=O)N(Cc1ccccc1)c1ccccc1
STB_C010_075,7041,0.6178,O=c1ccc(c2ccncc2)nn1CCCNS(=O)(=O)c1ccc2ncsc2c1
STB_C010_075,16959,0.6178,O=C(OC(CNS(=O)(=O)c1ccccc1)c1ccccc1)c1ccnc2ccccc12
STB_C010_075,11041,0.6177,O=C(NC(C(=O)Oc1ccc2ccc(=O)oc2c1)c1ccccc1)OCc1ccccc1
STB_C010_075,6430,0.6177,O=c1cnnc(SCc2nc(c3ccccc3)oc2CSc2nncc(=O)[nH]2)[nH]1
STB_C010_075,9126,0.6176,O=C(CCNS(=O)(=O)c1ccc2[nH]c(=O)ccc2c1)Nc1nc2ccccc2s1
STB_C010_075,9502,0.6176,O=C(N=c1sccn1Cc1ccccc1C(=O)NCc1ccncc1)c1ccccc1
STB_C010_075,11526,0.6175,O=C(CSc1nc(=O)ccn1c1ccccc1)Nc1cccc(Oc2ccccc2)c1
STB_C010_075,2409,0.6174,O=C(COc1ccc(Oc2ccccc2)cc1)N(Cc1ccncc1)Cc1cccnc1
STB_C010_075,7343,0.6174,O=C(N=c1sccn1Cc1ccccc1C(=O)NCc1ccccc1)c1ccccc1
STB_C010_075,15277,0.6174,O=C(CCS(=O)(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1)N1CCSc2ccccc12
STB_C010_075,12043,0.6173,O=C(CSc1nnnn1c1ccccc1)N(c1ccccc1)C1CCS(=O)(=O)C1
STB_C010_075,7745,0.6173,O=C(CSc1nccn1c1ccccc1)N(c1ccccc1)C1CCS(=O)(=O)C1
STB_C010_075,7039,0.6173,O=C(CSc1nnnn1c1ccccc1)N(c1ccccc1)C1C=CS(=O)(=O)C1
STB_C010_075,15569,0.6173,O=C(NCCc1cccc2cccnc12)c1ccc(S(=O)(=O)Nc2ccccc2)cc1
STB_C010_075,11576,0.6173,O=C(Cc1ccccc1)Nn1c(SCC(=O)c2ccccc2)nc2ccccc2c1=O
STB_C010_075,18138,0.6173,O=C(NCCc1ccccc1)c1ccc(CSc2nccc(N3CCCCC3)n2)cc1
STB_C010_075,9986,0.6173,O=C(CSc1nncn1c1ccccc1)N(c1ccccc1)C1CCS(=O)(=O)C1
STB_C010_075,3225,0.6172,O=S(=O)(CCSc1nnc(c2ccco2)n1Cc1ccccc1)c1ccccc1
STB_C010_075,692,0.6172,O=C(NCc1ccccn1)c1ccc2nc(NS(=O)(=O)c3ccccc3)sc2c1
STB_C010_075,3226,0.6172,O=S(=O)(CCSc1nnc(c2ccoc2)n1Cc1ccccc1)c1ccccc1
STB_C010_075,17914,0.6172,O=C(Nc1ccccc1SCc1ccccc1)c1ccc(OCc2cscn2)cc1
STB_C010_075,13890,0.6171,O=C(CNS(=O)(=O)c1ccc2ccccc2c1)Nc1ccccc1Cc1ccccc1
STB_C010_075,9169,0.6171,O=S(=O)(NCCNc1cc(Nc2ccccn2)ncn1)c1cccc2nsnc12
STB_C010_075,222,0.6171,O=C(Nc1ccc2c(c1)OCCO2)c1cccc(S(=O)(=O)NCc2ccccc2)c1
STB_C010_075,14358,0.617,O=C(NN1C(=O)C(=Cc2ccccc2)SC1=S)C(c1ccccc1)c1ccccc1
STB_C010_075,54,0.617,O=C(Nc1cccc(CNC(=O)c2nn(c3ccccc3)ccc2=O)c1)c1ccccc1
STB_C010_075,680,0.617,O=C(CSc1nccn1c1ccccc1)NS(=O)(=O)c1cccc2ncccc12
